nom_genre,nom_espece,nom_complet,annee_espece,annee_genre,autorite_espece
Pachyntheisa,excelsior,Pachyntheisa excelsior,1904,1904,"Fowler, 1904"
Paracixius,armiger,Paracixius armiger,1944,1944,"Fennah, 1944"
Paramyndus,cocois,Paramyndus cocois,1945,1945,"Fennah, 1945"
Paramyndus,crudus,Paramyndus crudus,1907,1945,"(Van Duzee, 1907)"
Parasemo,hutchesoni,Parasemo hutchesoni,1999,1999,"Larivière, 1999"
Peartolus,bipustulata,Peartolus bipustulata,1986,1986,"Van Stalle, 1986"
Peartolus,macarangae,Peartolus macarangae,1984,1986,"(Van Duzee, 1984)"
Peartolus,pattersoni,Peartolus pattersoni,1929,1986,"(Lallemand, 1929)"
Pentalia,maculata,Pentalia maculata,1935,1862,"Osborn, 1935"
Pentastira,atrata,Pentastira atrata,1958,1868,"(Dlabola, 1958)"
Pentastira,bahtiarica,Pentastira bahtiarica,1981,1868,"(Dlabola, 1981)"
Pentastira,demaculata,Pentastira demaculata,1989,1868,"Dlabola, 1989"
Pentastira,eindrahamica,Pentastira eindrahamica,1997,1868,"Dlabola, 1997"
Pentastira,erebunii,Pentastira erebunii,1978,1868,"Emeljanov, 1978"
Pentastira,interjecta,Pentastira interjecta,1957,1868,"(Linnavuori, 1957)"
Pentastira,major,Pentastira major,1868,1868,"Kirschbaum, 1868"
Pentastira,megista,Pentastira megista,1978,1868,"Emeljanov, 1978"
Pentastira,praepamirica,Pentastira praepamirica,1996,1868,"Emeljanov, 1996"
Pentastira,rhodosica,Pentastira rhodosica,1980,1868,"Dlabola, 1980"
Pentastira,rodosica,Pentastira rodosica,1980,1868,"Dlabola, 1980"
Pentastira,rorida,Pentastira rorida,1876,1868,"(Fieber, 1876)"
Pentastira,shul,Pentastira shul,1985,1868,"(Dlabola, 1985)"
Pentastira,superans,Pentastira superans,1976,1868,"Logvinenko, 1976"
Pentastira,superspicata,Pentastira superspicata,1985,1868,"Dlabola, 1985"
Pentastira,torossica,Pentastira torossica,1957,1868,"(Dlabola, 1957)"
Pentastiridius,apicalis,Pentastiridius apicalis,1896,1868,"(Uhler, 1896)"
Pentastiridius,badiensis,Pentastiridius badiensis,1986,1868,"Van Stalle, 1986"
Pentastiridius,beieri,Pentastiridius beieri,1970,1868,"(Wagner, 1970)"
Pentastiridius,bifurcatus,Pentastiridius bifurcatus,1986,1868,"Van Stalle, 1986"
Pentastiridius,bohemani,Pentastiridius bohemani,1859,1868,"(Stål, 1859)"
Pentastiridius,breviceps,Pentastiridius breviceps,1937,1868,"(Kusnezov, 1937)"
Pentastiridius,cinnamoneus,Pentastiridius cinnamoneus,1889,1868,"(Provancher, 1889)"
Pentastiridius,confumatus,Pentastiridius confumatus,1992,1868,"Emeljanov, 1992"
Pentastiridius,curvata,Pentastiridius curvata,1974,1868,"(Logvinenko, 1974)"
Pentastiridius,dagestanicus,Pentastiridius dagestanicus,1937,1868,"(Kusnezov, 1937)"
Pentastiridius,dedecorus,Pentastiridius dedecorus,1992,1868,"Emeljanov, 1992"
Pentastiridius,ecarinatus,Pentastiridius ecarinatus,1971,1868,"(Mitjaev, 1971)"
Pentastiridius,eurycephalus,Pentastiridius eurycephalus,1986,1868,"Van Stalle, 1986"
Pentastiridius,felimontis,Pentastiridius felimontis,1986,1868,"Van Stalle, 1986"
Pentastiridius,felis,Pentastiridius felis,1906,1868,"(Kirkaldy, 1906)"
Pentastiridius,formicarius,Pentastiridius formicarius,1967,1868,"(Mitjaev, 1967)"
Pentastiridius,fuscoapicatus,Pentastiridius fuscoapicatus,1954,1868,"(Metcalf, 1954)"
Pentastiridius,haloxyli,Pentastiridius haloxyli,1971,1868,"(Mitjaev, 1971)"
Pentastiridius,hodgarti,Pentastiridius hodgarti,1911,1868,"(Distant, 1911)"
Pentastiridius,incultus,Pentastiridius incultus,1992,1868,"Emeljanov, 1992"
Pentastiridius,inermis,Pentastiridius inermis,1958,1868,"(Fennah, 1958)"
Pentastiridius,iphis,Pentastiridius iphis,1973,1868,"(Linnavuori, 1973)"
Pentastiridius,kassalanus,Pentastiridius kassalanus,1986,1868,"Van Stalle, 1986"
Pentastiridius,kaszabianus,Pentastiridius kaszabianus,1970,1868,"(Dlabola, 1970)"
Pentastiridius,laevifrons,Pentastiridius laevifrons,1975,1868,"Mitjaev, 1975"
Pentastiridius,latus,Pentastiridius latus,1905,1868,"(Melichar, 1905)"
Pentastiridius,leporinus,Pentastiridius leporinus,1761,1868,"(Linné, 1761)"
Pentastiridius,limbifer,Pentastiridius limbifer,1925,1868,"(Hesse, 1925)"
Pentastiridius,liocara,Pentastiridius liocara,1976,1868,"Emeljanov, 1976"
Pentastiridius,liocara,Pentastiridius liocara,1978,1868,"Emeljanov, 1978"
Pentastiridius,lucidipes,Pentastiridius lucidipes,1924,1868,"(Muir, 1924)"
Pentastiridius,lukjanovitshi,Pentastiridius lukjanovitshi,1937,1868,"(Kusnezov, 1937)"
Pentastiridius,moestus,Pentastiridius moestus,1855,1868,"(Stål, 1855)"
Pentastiridius,nanus,Pentastiridius nanus,1885,1868,"(Ivanoff, 1885)"
Pentastiridius,nigripennis,Pentastiridius nigripennis,1960,1868,"(Synave, 1960)"
Pentastiridius,ogasawarensis,Pentastiridius ogasawarensis,1914,1868,"(Matsumura, 1914)"
Pentastiridius,ovatus,Pentastiridius ovatus,1955,1868,"(Metcalf, 1955)"
Pentastiridius,pachyceps,Pentastiridius pachyceps,1914,1868,"(Matsumura, 1914)"
Pentastiridius,paulus,Pentastiridius paulus,1978,1868,"Logvinenko, 1978"
Pentastiridius,proximus,Pentastiridius proximus,1978,1868,"Logvinenko, 1978"
Pentastiridius,sinaiticus,Pentastiridius sinaiticus,1913,1868,"(Horváth, 1913)"
Pentastiridius,spinicoronatus,Pentastiridius spinicoronatus,1988,1868,"Dlabola, 1988"
Pentastiridius,sudanicus,Pentastiridius sudanicus,1925,1868,"(Lallemand, 1925)"
Pentastiridius,suezensis,Pentastiridius suezensis,1910,1868,"(Matsumura, 1910)"
Pentastiridius,tsoui,Pentastiridius tsoui,1925,1868,"(Muir, 1925)"
Pentastiridius,verheyeni,Pentastiridius verheyeni,1953,1868,"(Synave, 1953)"
Pentastiridius,virgultivagus,Pentastiridius virgultivagus,1925,1868,"(Hesse, 1925)"
Perindus,binundatus,Perindus binundatus,1989,1989,"Emeljanov, 1989"
Perkunus,bruziorum,Perkunus bruziorum†,2002,2007,"(Szwedo & Stroinski, 2002)"
Perkunus,sudoviorum,Perkunus sudoviorum†,2002,2007,"(Szwedo & Stroinski, 2002)"
Phytocentor,longicornis,Phytocentor longicornis,1980,1980,"Fennah, 1980"
Pintalia,acarinata,Pintalia acarinata,1944,1862,"Caldwell, 1944"
Pintalia,albolineata,Pintalia albolineata,1934,1862,"Muir, 1934"
Pintalia,albomarginata,Pintalia albomarginata,1934,1862,"Muir, 1934"
Pintalia,alta,Pintalia alta,1935,1862,"Osborn, 1935"
Pintalia,altamazonica,Pintalia altamazonica,1934,1862,"Muir, 1934"
Pintalia,angustinotata,Pintalia angustinotata,1934,1862,"Muir, 1934"
Pintalia,aspersa,Pintalia aspersa,1904,1862,"(Fowler, 1904)"
Pintalia,bicaudata,Pintalia bicaudata,1934,1862,"Muir, 1934"
Pintalia,blairmontensis,Pintalia blairmontensis,1934,1862,"Muir, 1934"
Pintalia,brunnivenosa,Pintalia brunnivenosa,1934,1862,"Muir, 1934"
Pintalia,castanea,Pintalia castanea,1946,1862,"Metcalf, 1946"
Pintalia,chromata,Pintalia chromata,1944,1862,"Caldwell, 1944"
Pintalia,consobrina,Pintalia consobrina,1862,1862,"Stål, 1862"
Pintalia,contra,Pintalia contra,1944,1862,"Caldwell, 1944"
Pintalia,curvivitta,Pintalia curvivitta,1945,1862,"Fennah, 1945"
Pintalia,daedala,Pintalia daedala,1945,1862,"Fennah, 1945"
Pintalia,damalis,Pintalia damalis,1971,1862,"Fennah, 1971"
Pintalia,decorata,Pintalia decorata,1895,1862,"(Uhler, 1895)"
Pintalia,delicata,Pintalia delicata,1904,1862,"(Fowler, 1904)"
Pintalia,discoidalis,Pintalia discoidalis,1890,1862,"Lethierry, 1890"
Pintalia,discrepans,Pintalia discrepans,1934,1862,"Muir, 1934"
Pintalia,distincta,Pintalia distincta,1934,1862,"Muir, 1934"
Pintalia,dominicana,Pintalia dominicana,1948,1862,"Fennah, 1948"
Pintalia,dorsovittata,Pintalia dorsovittata,1908,1862,"(Van Duzee, 1908)"
Pintalia,ecuadorensis,Pintalia ecuadorensis,1934,1862,"Muir, 1934"
Pintalia,erecta,Pintalia erecta,1938,1862,"Metcalf, 1938"
Pintalia,falcata,Pintalia falcata,1945,1862,"Fennah, 1945"
Pintalia,fasciatipennis,Pintalia fasciatipennis,1862,1862,"Stål, 1862"
Pintalia,fasciolaris,Pintalia fasciolaris,1852,1862,"(Blanchard, 1852)"
Pintalia,fraterna,Pintalia fraterna,1862,1862,"Stål, 1862"
Pintalia,fumata,Pintalia fumata,1944,1862,"Caldwell, 1944"
Pintalia,furcata,Pintalia furcata,1934,1862,"Muir, 1934"
Pintalia,fuscipennis,Pintalia fuscipennis,1934,1862,"Muir, 1934"
Pintalia,fuscomaculata,Pintalia fuscomaculata,1934,1862,"Muir, 1934"
Pintalia,fuscomarginata,Pintalia fuscomarginata,1934,1862,"Muir, 1934"
Pintalia,geometra,Pintalia geometra,1944,1862,"Caldwell, 1944"
Pintalia,germana,Pintalia germana,1904,1862,"(Fowler, 1904)"
Pintalia,grenadana,Pintalia grenadana,1948,1862,"Fennah, 1948"
Pintalia,gurneyi,Pintalia gurneyi,1983,1862,"Kramer, 1983"
Pintalia,guttata,Pintalia guttata,2001,1862,"Emeljanov, 2001"
Pintalia,huigrensis,Pintalia huigrensis,1934,1862,"Muir, 1934"
Pintalia,infuscata,Pintalia infuscata,1934,1862,"Muir, 1934"
Pintalia,inornata,Pintalia inornata,1862,1862,"Stål, 1862"
Pintalia,insularis,Pintalia insularis,1935,1862,"Osborn, 1935"
Pintalia,lateralis,Pintalia lateralis,1862,1862,"Stål, 1862"
Pintalia,latinotata,Pintalia latinotata,1934,1862,"Muir, 1934"
Pintalia,lentiginosa,Pintalia lentiginosa,1934,1862,"Muir, 1934"
Pintalia,lineata,Pintalia lineata,1944,1862,"Caldwell, 1944"
Pintalia,longispinis,Pintalia longispinis,1934,1862,"Muir, 1934"
Pintalia,macilipennis,Pintalia macilipennis,1934,1862,"Muir, 1934"
Pintalia,maculata,Pintalia maculata,1904,1862,"(Fowler, 1904)"
Pintalia,maculata,Pintalia maculata,1935,1862,"Osborn, 1935"
Pintalia,marginata,Pintalia marginata,1944,1862,"Caldwell, 1944"
Pintalia,marmorata,Pintalia marmorata,1945,1862,"Fennah, 1945"
Pintalia,martorelli,Pintalia martorelli,1951,1862,"Caldwell, 1951"
Pintalia,metcalfi,Pintalia metcalfi,1987,1862,"O'Brien, 1987"
Pintalia,mettacta,Pintalia mettacta,1987,1862,"O'Brien, 1987"
Pintalia,nemaculata,Pintalia nemaculata,1951,1862,"Caldwell, 1951"
Pintalia,neoaspersa,Pintalia neoaspersa,1944,1862,"Caldwell, 1944"
Pintalia,obliquivitta,Pintalia obliquivitta,1945,1862,"Fennah, 1945"
Pintalia,obscurata,Pintalia obscurata,1934,1862,"Muir, 1934"
Pintalia,obscuripennis,Pintalia obscuripennis,1862,1862,"Stål, 1862"
Pintalia,obtorta,Pintalia obtorta,1934,1862,"Muir, 1934"
Pintalia,ornata,Pintalia ornata,1934,1862,"Muir, 1934"
Pintalia,osborni,Pintalia osborni,1944,1862,"Caldwell, 1944"
Pintalia,pictipennis,Pintalia pictipennis,1862,1862,"Stål, 1862"
Pintalia,procellata,Pintalia procellata,1901,1862,"(Uhler, 1901)"
Pintalia,propria,Pintalia propria,1934,1862,"Muir, 1934"
Pintalia,proxima,Pintalia proxima,1862,1862,"Stål, 1862"
Pintalia,pseudomaculata,Pintalia pseudomaculata,1944,1862,"Caldwell, 1944"
Pintalia,pulchella,Pintalia pulchella,1934,1862,"Muir, 1934"
Pintalia,punctata,Pintalia punctata,1944,1862,"Caldwell, 1944"
Pintalia,quadrimaculata,Pintalia quadrimaculata,1945,1862,"Fennah, 1945"
Pintalia,quadrispinosa,Pintalia quadrispinosa,1934,1862,"Muir, 1934"
Pintalia,sanctae-luciae,Pintalia sanctae-luciae,1948,1862,"Fennah, 1948"
Pintalia,stigmata,Pintalia stigmata,1944,1862,"Caldwell, 1944"
Pintalia,straminea,Pintalia straminea,1945,1862,"Fennah, 1945"
Pintalia,supralta,Pintalia supralta,1951,1862,"Caldwell, 1951"
Pintalia,tacta,Pintalia tacta,1904,1862,"(Fowler, 1904)"
Pintalia,tumatumariensis,Pintalia tumatumariensis,1934,1862,"Muir, 1934"
Pintalia,ustulata,Pintalia ustulata,1862,1862,"Stål, 1862"
Pintalia,variegata,Pintalia variegata,1803,1862,"(Fabricius, 1803)"
Pintalia,vibex,Pintalia vibex,1983,1862,"Kramer, 1983"
Pintalia,vomerifera,Pintalia vomerifera,1945,1862,"Fennah, 1945"
Platycixius,calvus,Platycixius calvus,1914,1914,"Van Duzee, 1914"
Prosops,pedisequa,Prosops pedisequa,1893,1893,"Buckton, 1893"
Protoliarus,humatus,Protoliarus humatus†,1920,1920,"Cockerell, 1920"
Pseudocixius,bandarus,Pseudocixius bandarus,1950,1950,"Caldwell, 1950"
Pseudocixius,cultus,Pseudocixius cultus,1902,1950,"(Ball, 1902)"
Pseudocixius,praecox,Pseudocixius praecox,1925,1950,"(Van Duzee, 1925)"
Pseudocixius,stigmatus,Pseudocixius stigmatus,1825,1950,"Say, 1825"
Pseudoliarus,circularis,Pseudoliarus circularis,1981,1927,"Dlabola, 1981"
Pseudoliarus,croceus,Pseudoliarus croceus,1978,1927,"Emeljanov, 1978"
Pseudoliarus,fuscofasciatus,Pseudoliarus fuscofasciatus,1902,1927,"(Melichar, 1902)"
Pseudoliarus,hudeibensis,Pseudoliarus hudeibensis,1986,1927,"Van Stalle, 1986"
Pseudoliarus,inornatus,Pseudoliarus inornatus,1978,1927,"Emeljanov, 1978"
Pseudoliarus,jaxartus,Pseudoliarus jaxartus,1969,1927,"(Mitjaev, 1969)"
Pseudoliarus,obliteratus,Pseudoliarus obliteratus,1937,1927,"(Kusnezov, 1937)"
Pseudoliarus,palestinensis,Pseudoliarus palestinensis,1962,1927,"Linnavuori, 1962"
Pseudoliarus,strenuus,Pseudoliarus strenuus,1978,1927,"Emeljanov, 1978"
Pseudomecurus,beduina,Pseudomecurus beduina,1964,1985,"Linnavuori, 1964"
Pseudomecurus,frontalis,Pseudomecurus frontalis,1904,1985,"(Melichar, 1904)"
Pseudyalesthes,carinifrons,Pseudyalesthes carinifrons,1935,1935,"Kusnezov, 1935"
Ptoleria,africana,Ptoleria africana,1946,1859,"Muir, 1946"
Ptoleria,arcuigera,Ptoleria arcuigera,1859,1859,"Stål, 1859"
Ptoleria,australis,Ptoleria australis,1913,1859,"Muir, 1913"
Ptoleria,bicolor,Ptoleria bicolor,1870,1859,"Walker, 1870"
Ptoleria,brunnea,Ptoleria brunnea,1913,1859,"Muir, 1913"
Ptoleria,buxtoni,Ptoleria buxtoni,1927,1859,"Muir, 1927"
Ptoleria,communis,Ptoleria communis,1913,1859,"Muir, 1913"
Ptoleria,elisabethana,Ptoleria elisabethana,1962,1859,"Synave, 1962"
Ptoleria,granulinervis,Ptoleria granulinervis,1913,1859,"Muir, 1913"
Ptoleria,indica,Ptoleria indica,1916,1859,"(Distant, 1916)"
Ptoleria,maculata,Ptoleria maculata,1913,1859,"Muir, 1913"
Ptoleria,magna,Ptoleria magna,1913,1859,"Muir, 1913"
Ptoleria,marginata,Ptoleria marginata,1870,1859,"Walker, 1870"
Ptoleria,palliceps,Ptoleria palliceps,1870,1859,"Walker, 1870"
Ptoleria,puncticosta,Ptoleria puncticosta,1870,1859,"Walker, 1870"
Ptoleria,puncticosta beta,Ptoleria puncticosta beta,1870,1859,"Walker, 1870"
Ptoleria,tenebrosa,Ptoleria tenebrosa,1870,1859,"Walker, 1870"
Ptoleria,trahens,Ptoleria trahens,1857,1859,"Walker, 1857"
Ptoleria,varia,Ptoleria varia,1870,1859,"Walker, 1870"
Ptoleria,variegata,Ptoleria variegata,1870,1859,"Walker, 1870"
Quirosia,vitiensis,Quirosia vitiensis,1907,1907,"Kirkaldy, 1907"
Reptalus,apiculatus,Reptalus apiculatus,1876,1971,"(Fieber, 1876)"
Reptalus,arcbogdulus,Reptalus arcbogdulus,1985,1971,"(Dlabola, 1985)"
Reptalus,atlassicus,Reptalus atlassicus,1989,1971,"Dlabola, 1989"
Reptalus,basiprocessus,Reptalus basiprocessus,2007,1971,"Guo & Wang, 2007"
Reptalus,beduina,Reptalus beduina,1964,1971,"(Linnavuori, 1964)"
Reptalus,beirnei,Reptalus beirnei,1978,1971,"(Emeljanov, 1978)"
Reptalus,bitinctus,Reptalus bitinctus,1961,1971,"(Dlabola, 1961)"
Reptalus,breviceps,Reptalus breviceps,1937,1971,"(Kusnezov, 1937)"
Reptalus,concolor,Reptalus concolor,1876,1971,"(Fieber, 1876)"
Reptalus,corpulentus,Reptalus corpulentus,1978,1971,"Emeljanov, 1978"
Reptalus,cuspidatus,Reptalus cuspidatus,1876,1971,"(Fieber, 1876)"
Reptalus,cuspidistylus,Reptalus cuspidistylus,1961,1971,"(Dlabola, 1961)"
Reptalus,ecarinatus,Reptalus ecarinatus,1971,1971,"(Mitjaev, 1971)"
Reptalus,eremicus,Reptalus eremicus,1985,1971,"Dlabola, 1985"
Reptalus,estramadurus,Reptalus estramadurus,1988,1971,"Dlabola, 1988"
Reptalus,figuratus,Reptalus figuratus,1961,1971,"(Dlabola, 1961)"
Reptalus,flavinervis,Reptalus flavinervis,1937,1971,"(Kusnezov, 1937)"
Reptalus,horridus,Reptalus horridus,1962,1971,"(Linnavuori, 1962)"
Reptalus,iguchii,Reptalus iguchii,1914,1971,"(Matsumura, 1914)"
Reptalus,liocarus,Reptalus liocarus,1978,1971,"(Emeljanov, 1978)"
Reptalus,melanochaeta,Reptalus melanochaeta,1876,1971,"(Fieber, 1876)"
Reptalus,nigricollis,Reptalus nigricollis,1935,1971,"(Kusnezov, 1935)"
Reptalus,nigrovenosus,Reptalus nigrovenosus,1937,1971,"(Kusnezov, 1937)"
Reptalus,niyazicus,Reptalus niyazicus,1985,1971,"Dlabola, 1985"
Reptalus,oleae,Reptalus oleae,1987,1971,"Dlabola, 1987"
Reptalus,panzeri,Reptalus panzeri,1883,1971,"(Löw, 1883)"
Reptalus,quadricinctus,Reptalus quadricinctus,1914,1971,"(Matsumura, 1914)"
Reptalus,quinquecostatus,Reptalus quinquecostatus,1833,1971,"(Dufour, 1833)"
Reptalus,reductus,Reptalus reductus,1994,1971,"Dlabola, 1994"
Reptalus,rhodosicus,Reptalus rhodosicus,1980,1971,"(Dlabola, 1980)"
Reptalus,rodosicus,Reptalus rodosicus,1960,1971,"(Dlabola, 1960)"
Reptalus,rufocarinatus,Reptalus rufocarinatus,1937,1971,"(Kusnezov, 1937)"
Reptalus,shul,Reptalus shul,1985,1971,"Dlabola, 1985"
Reptalus,torossicus,Reptalus torossicus,1957,1971,"(Dlabola, 1957)"
Reptalus,venustus,Reptalus venustus,1969,1971,"(Logvinenko, 1969)"
Reptalus,vilbastei,Reptalus vilbastei,1975,1971,"Logvinenko, 1975"
Reptalus,ziaran,Reptalus ziaran,1985,1971,"Dlabola, 1985"
Rhamphixius,championi,Rhamphixius championi,1904,1904,"Fowler, 1904"
Rhamphixius,pallida,Rhamphixius pallida,1917,1904,"Heidemann & Osborn, 1917"
Rhigedanus,fomibundus,Rhigedanus fomibundus,2000,2000,"Emeljanov, 2000"
Rhigedanus,maculipennis,Rhigedanus maculipennis,2000,2000,"Emeljanov, 2000"
Ronaldia,emeljanovi,Ronaldia emeljanovi,2006,2000,"Löcker & Fletcher, 2006"
Ronaldia,fennahi,Ronaldia fennahi,2000,2000,"Emeljanov, 2000"
Saccharias,deventeri,Saccharias deventeri,1907,1907,"Kirkaldy, 1907"
Sardocixius,formosissimus,Sardocixius formosissimus,1883,2002,"(Costa, 1883)"
Semicixius,denticulus,Semicixius denticulus,1991,1991,"Tsaur & Hsu, 1991"
Semo,clypeatus,Semo clypeatus,1879,1879,"White, 1879"
Semo,harrisi,Semo harrisi,1924,1879,"(Myers, 1924)"
Semo,southlandiae,Semo southlandiae,1998,1879,"Larivière & Hoch, 1998"
Semo,transinsularis,Semo transinsularis,1998,1879,"Larivière & Hoch, 1998"
Semo,westlandiae,Semo westlandiae,1998,1879,"Larivière & Hoch, 1998"
Setapius,apiculatus,Setapius apiculatus,1876,1988,"(Fieber, 1876)"
Setapius,barajus,Setapius barajus,1957,1988,"(Dlabola, 1957)"
Setapius,bitinctus,Setapius bitinctus,1961,1988,"(Dlabola, 1961)"
Setapius,brinki,Setapius brinki,1988,1988,"Dlabola, 1988"
Setapius,curvatus,Setapius curvatus,1974,1988,"(Logvinenko, 1974)"
Setapius,cuspidatus,Setapius cuspidatus,1876,1988,"(Fieber, 1876)"
Setapius,dagestinacus,Setapius dagestinacus,1937,1988,"(Kusnezov, 1937)"
Setapius,formicarius,Setapius formicarius,1967,1988,"(Mitjaev, 1967)"
Setapius,klapperichianus,Setapius klapperichianus,1988,1988,"(Dlabola, 1988)"
Setapius,lindbergi,Setapius lindbergi,1957,1988,"(Dlabola, 1957)"
Setapius,lukjanovitshi,Setapius lukjanovitshi,1937,1988,"(Kusnezov, 1937)"
Setapius,nanus,Setapius nanus,1885,1988,"(Ivanoff, 1885)"
Setapius,niyazicus,Setapius niyazicus,1985,1988,"(Dlabola, 1985)"
Setapius,ovatus,Setapius ovatus,1955,1988,"(Metcalf, 1955)"
Setapius,perminutus,Setapius perminutus,1959,1988,"(Dlabola, 1959)"
Setapius,raunophila,Setapius raunophila,1994,1988,"Dlabola, 1994"
Setapius,rufocarinatus,Setapius rufocarinatus,1937,1988,"(Kusnezov, 1937)"
Setapius,suleiman,Setapius suleiman,1988,1988,"Dlabola, 1988"
Setapius,venustus,Setapius venustus,1969,1988,"(Logvinenko, 1969)"
Setapius,vilbastei,Setapius vilbastei,1975,1988,"(Logvinenko, 1975)"
Setapius,ziaran,Setapius ziaran,1985,1988,"(Dlabola, 1985)"
Sevia,bicarinata,Sevia bicarinata,1803,1866,"(Fabricius, 1803)"
Sevia,moerens,Sevia moerens,1862,1866,"(Stål, 1862)"
Sevia,substigmatica,Sevia substigmatica,1881,1866,"(Lethierry, 1881)"
Siculus,osellai,Siculus osellai,1980,1980,"Dlabola, 1980"
Simplicixius,trichophorus,Simplicixius trichophorus,1914,2002,"(Melichar, 1914)"
Solonaima,baylissa,Solonaima baylissa,1989,1909,"Hoch & Howarth, 1989"
Solonaima,bifurca,Solonaima bifurca,1988,1909,"Hoch, 1988"
Solonaima,cedrivula,Solonaima cedrivula,1988,1909,"Hoch, 1988"
Solonaima,halos,Solonaima halos,1989,1909,"Hoch & Howarth, 1989"
Solonaima,irvini,Solonaima irvini,1989,1909,"Hoch & Howarth, 1989"
Solonaima,minuta,Solonaima minuta,1988,1909,"Hoch, 1988"
Solonaima,monteithia,Solonaima monteithia,2004,1909,"Erbe & Hoch, 2004"
Solonaima,nielseni,Solonaima nielseni,2004,1909,"Erbe & Hoch, 2004"
Solonaima,ornata,Solonaima ornata,1988,1909,"Hoch, 1988"
Solonaima,pallescens,Solonaima pallescens,1907,1909,"(Distant, 1907)"
Solonaima,pholetor,Solonaima pholetor,1989,1909,"Hoch & Howarth, 1989"
Solonaima,riocampa,Solonaima riocampa,1988,1909,"Hoch, 1988"
Solonaima,solonaima,Solonaima solonaima,1906,1909,"Kirkaldy, 1906"
Solonaima,stonei,Solonaima stonei,1989,1909,"Hoch & Howarth, 1989"
Solonaima,sullivani,Solonaima sullivani,1989,1909,"Hoch & Howarth, 1989"
Sphaerocixius,globuliferus,Sphaerocixius globuliferus,1939,1939,"(Wagner, 1939)"
Stegocixius,lochites,Stegocixius lochites,1983,1983,"Kramer, 1983"
Stenophlepsia,brunnea,Stenophlepsia brunnea,1922,1922,"Muir, 1922"
Stenophlepsia,fasciatipes,Stenophlepsia fasciatipes,1922,1922,"Muir, 1922"
Stenophlepsia,flava,Stenophlepsia flava,1922,1922,"Muir, 1922"
Suriola,fici,Suriola fici,1987,1992,"(Van Stalle, 1987)"
Suriola,lacon,Suriola lacon,1973,1992,"(Linnavuori, 1973)"
Tachycixius,arzonei,Tachycixius arzonei,2000,1939,"Holzinger, 2000"
Tachycixius,bidentifer,Tachycixius bidentifer,1971,1939,"Dlabola, 1971"
Tachycixius,bifurcatus,Tachycixius bifurcatus,1971,1939,"Logvinenko, 1971"
Tachycixius,canariensis,Tachycixius canariensis,1954,1939,"Lindberg, 1954"
Tachycixius,chevsureticus,Tachycixius chevsureticus,1971,1939,"Logvinenko & Neparidze, 1971"
Tachycixius,creticus,Tachycixius creticus,1974,1939,"Dlabola, 1974"
Tachycixius,crypticus,Tachycixius crypticus,1993,1939,"Hoch & Asche, 1993"
Tachycixius,cypricus,Tachycixius cypricus,1974,1939,"Dlabola, 1974"
Tachycixius,desertorum,Tachycixius desertorum,1876,1939,"(Fieber, 1876)"
Tachycixius,distinctus,Tachycixius distinctus,1865,1939,"(Signoret, 1865)"
Tachycixius,gravesteini,Tachycixius gravesteini,1960,1939,"Ribaut, 1960"
Tachycixius,lavatubus,Tachycixius lavatubus,1988,1939,"Remane & Hoch, 1988"
Tachycixius,ligustinus,Tachycixius ligustinus,1959,1939,"Wagner, 1959"
Tachycixius,logvinenkovae,Tachycixius logvinenkovae,1974,1939,"Dlabola, 1974"
Tachycixius,longiceps,Tachycixius longiceps,1956,1939,"(Linnavuori, 1956)"
Tachycixius,osellai,Tachycixius osellai,1980,1939,"(Dlabola, 1980)"
Tachycixius,perarmata,Tachycixius perarmata,1962,1939,"(Linnavuori, 1962)"
Tachycixius,pilosus,Tachycixius pilosus,1791,1939,"(Olivier, 1791)"
Tachycixius,pyrenaicus,Tachycixius pyrenaicus,1876,1939,"(Fieber, 1876)"
Tachycixius,remanei,Tachycixius remanei,1999,1939,"D'Urso, 1999"
Tachycixius,retrusus,Tachycixius retrusus,1993,1939,"Hoch & Asche, 1993"
Tachycixius,tigrinus,Tachycixius tigrinus,1971,1939,"Logvinenko, 1971"
Tachycixius,viperina,Tachycixius viperina,1965,1939,"Dlabola, 1965"
Talaloa,pallescens,Talaloa pallescens,1907,1907,"Distant, 1907"
Tarberus,jacobii,Tarberus jacobii,1931,1928,"Muir, 1931"
Tarberus,semicarinatus,Tarberus semicarinatus,1928,1928,"Jacobi, 1928"
Tiriteana,clarkei,Tiriteana clarkei,1924,1924,"Myers, 1924"
Trigonocranus,emmeae,Trigonocranus emmeae,1876,1875,"Fieber, 1876"
Triopsis,fasciata,Triopsis fasciata,1860,1860,"Signoret, 1860"
Trirhacus,biokovensis,Trirhacus biokovensis,1971,1875,"Dlabola, 1971"
Trirhacus,discrepans,Trirhacus discrepans,1876,1875,"(Fieber, 1876)"
Trirhacus,dubiosus,Trirhacus dubiosus,1959,1875,"Wagner, 1959"
Trirhacus,formosissimus,Trirhacus formosissimus,1883,1875,"Costa, 1883"
Trirhacus,globuliferus,Trirhacus globuliferus,1939,1875,"(Wagner, 1939)"
Trirhacus,helenae,Trirhacus helenae,2013,1875,"Hoch, 2013"
Trirhacus,iguchii,Trirhacus iguchii,1914,1875,"Matsumura, 1914"
Trirhacus,limbatus,Trirhacus limbatus,1862,1875,"(Signoret, 1862)"
Trirhacus,michalki,Trirhacus michalki,1948,1875,"Wagner, 1948"
