nom_genre,nom_espece,nom_complet,annee_espece,annee_genre,autorite_espece
Miclucha,laratensis,Miclucha laratensis,1924,2001,"(Muir, 1924)"
Miclucha,morobensis,Miclucha morobensis,1989,2001,"(Van Stalle, 1989)"
Miclucha,niuginiensis,Miclucha niuginiensis,1989,2001,"(Van Stalle, 1989)"
Micrixia,costalis,Micrixia costalis,1904,1904,"Fowler, 1904"
Micrixia,nigra,Micrixia nigra,1944,1904,"Caldwell, 1944"
Microledrida,arida,Microledrida arida,1951,1904,"Caldwell, 1951"
Microledrida,asperata,Microledrida asperata,1904,1904,"Fowler, 1904"
Microledrida,flava,Microledrida flava,1923,1904,"Metcalf, 1923"
Microledrida,fuscata,Microledrida fuscata,1914,1904,"Van Duzee, 1914"
Microledrida,olor,Microledrida olor,1983,1904,"Kramer, 1983"
Microledrida,virida,Microledrida virida,1945,1904,"Caldwell, 1945"
Mnemosyne,alexandri,Mnemosyne alexandri,2006,1866,"Löcker, 2006"
Mnemosyne,anoriensis,Mnemosyne anoriensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,apicifumata,Mnemosyne apicifumata,1985,1866,"Van Stalle, 1985"
Mnemosyne,araguensis,Mnemosyne araguensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,arenae,Mnemosyne arenae,1945,1866,"Fennah, 1945"
Mnemosyne,asymmetrica,Mnemosyne asymmetrica,1945,1866,"Metcalf, 1945"
Mnemosyne,bergi,Mnemosyne bergi,1926,1866,"Muir, 1926"
Mnemosyne,bettotana,Mnemosyne bettotana,1988,1866,"Van Stalle, 1988"
Mnemosyne,bornensis,Mnemosyne bornensis,1988,1866,"Van Stalle, 1988"
Mnemosyne,braziliensis,Mnemosyne braziliensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,camerunensis,Mnemosyne camerunensis,1907,1866,"Distant, 1907"
Mnemosyne,cingalensis,Mnemosyne cingalensis,1911,1866,"Distant, 1911"
Mnemosyne,cixioides,Mnemosyne cixioides,1852,1866,"(Spinola, 1852)"
Mnemosyne,colombiae,Mnemosyne colombiae,1851,1866,"(Walker, 1851)"
Mnemosyne,comata,Mnemosyne comata,2006,1866,"Löcker, 2006"
Mnemosyne,consoleae,Mnemosyne consoleae,1987,1866,"Van Stalle, 1987"
Mnemosyne,cubana,Mnemosyne cubana,1866,1866,"Stål, 1866"
Mnemosyne,dohertyi,Mnemosyne dohertyi,1907,1866,"Distant, 1907"
Mnemosyne,dominicensis,Mnemosyne dominicensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,ecuadorana,Mnemosyne ecuadorana,1987,1866,"Van Stalle, 1987"
Mnemosyne,efferata,Mnemosyne efferata,1857,1866,"(Walker, 1857)"
Mnemosyne,evansi,Mnemosyne evansi,1923,1866,"Muir, 1923"
Mnemosyne,fasciata,Mnemosyne fasciata,1987,1866,"Van Stalle, 1987"
Mnemosyne,ferrea,Mnemosyne ferrea,1857,1866,"(Walker, 1857)"
Mnemosyne,flavicollis,Mnemosyne flavicollis,1987,1866,"Van Stalle, 1987"
Mnemosyne,frontistriata,Mnemosyne frontistriata,1987,1866,"Van Stalle, 1987"
Mnemosyne,fuscinervis,Mnemosyne fuscinervis,1926,1866,"Muir, 1926"
Mnemosyne,granulata,Mnemosyne granulata,1987,1866,"Van Stalle, 1987"
Mnemosyne,hirata,Mnemosyne hirata,1904,1866,"Melichar, 1904"
Mnemosyne,hirta,Mnemosyne hirta,1904,1866,"(Melichar, 1904)"
Mnemosyne,kedaha,Mnemosyne kedaha,1988,1866,"Van Stalle, 1988"
Mnemosyne,kutariensis,Mnemosyne kutariensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,lamabokensis,Mnemosyne lamabokensis,1979,1866,"Synave, 1979"
Mnemosyne,laticara,Mnemosyne laticara,1988,1866,"Van Stalle, 1988"
Mnemosyne,lefiniensis,Mnemosyne lefiniensis,1985,1866,"Van Stalle, 1985"
Mnemosyne,levata,Mnemosyne levata,1988,1866,"Van Stalle, 1988"
Mnemosyne,mabarumensis,Mnemosyne mabarumensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,maculipennis,Mnemosyne maculipennis,1923,1866,"Muir, 1923"
Mnemosyne,musca,Mnemosyne musca,1905,1866,"(Breddin, 1905)"
Mnemosyne,oblongostriata,Mnemosyne oblongostriata,1987,1866,"Van Stalle, 1987"
Mnemosyne,ophirensis,Mnemosyne ophirensis,1988,1866,"Van Stalle, 1988"
Mnemosyne,pahangensis,Mnemosyne pahangensis,1988,1866,"Van Stalle, 1988"
Mnemosyne,perakensis,Mnemosyne perakensis,1988,1866,"Van Stalle, 1988"
Mnemosyne,pernambucoensis,Mnemosyne pernambucoensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,philippina,Mnemosyne philippina,1870,1866,"Stål, 1870"
Mnemosyne,planiceps,Mnemosyne planiceps,1803,1866,"(Fabricius, 1803)"
Mnemosyne,pseudofasciata,Mnemosyne pseudofasciata,1987,1866,"Van Stalle, 1987"
Mnemosyne,punctipennis,Mnemosyne punctipennis,1906,1866,"(Distant, 1906)"
Mnemosyne,simula,Mnemosyne simula,1988,1866,"Van Stalle, 1988"
Mnemosyne,sinica,Mnemosyne sinica,1944,1866,"Jacobi, 1944"
Mnemosyne,sulawesiensis,Mnemosyne sulawesiensis,1988,1866,"Van Stalle, 1988"
Mnemosyne,tenensis,Mnemosyne tenensis,1987,1866,"Van Stalle, 1987"
Mnemosyne,vegensis,Mnemosyne vegensis,1987,1866,"Van Stalle, 1987"
Monomalpha,fletcheri,Monomalpha fletcheri,2000,2000,"Emeljanov, 2000"
Monomalpha,gratiosa,Monomalpha gratiosa,2000,2000,"Emeljanov, 2000"
Monorachis,saltans,Monorachis saltans,2001,1901,"Emeljanov, 2001"
Monorachis,sordulentus,Monorachis sordulentus,1901,1901,"Uhler, 1901"
Monorachis,volans,Monorachis volans,2001,1901,"Emeljanov, 2001"
Muirolonia,metallica,Muirolonia metallica,1904,1936,"(Fowler, 1904)"
Mundopa,albocacuminis,Mundopa albocacuminis,1913,1906,"Muir, 1913"
Mundopa,balteata,Mundopa balteata,1911,1906,"Distant, 1911"
Mundopa,caliginea,Mundopa caliginea,1913,1906,"Muir, 1913"
Mundopa,campbelli,Mundopa campbelli,1916,1906,"Distant, 1916"
Mundopa,cingalensis,Mundopa cingalensis,1906,1906,"Distant, 1906"
Mundopa,dohertyi,Mundopa dohertyi,1906,1906,"Distant, 1906"
Mundopa,fasciata,Mundopa fasciata,1906,1906,"Distant, 1906"
Mundopa,fasciolata,Mundopa fasciolata,1913,1906,"Muir, 1913"
Mundopa,greeni,Mundopa greeni,1906,1906,"Distant, 1906"
Mundopa,kotoshonis,Mundopa kotoshonis,1914,1906,"Matsumura, 1914"
Mundopa,lunata,Mundopa lunata,1913,1906,"Muir, 1913"
Mundopa,myittae,Mundopa myittae,1906,1906,"Distant, 1906"
Mundopa,neocaliginea,Mundopa neocaliginea,1913,1906,"Muir, 1913"
Mundopa,pallida,Mundopa pallida,1857,1906,"(Walker, 1857)"
Mundopa,pashokensis,Mundopa pashokensis,1922,1906,"Muir, 1922"
Mundopa,regina,Mundopa regina,1911,1906,"Distant, 1911"
Mundopa,sexmaculata,Mundopa sexmaculata,1914,1906,"Melichar, 1914"
Mundopa,sita,Mundopa sita,1916,1906,"Distant, 1916"
Mundopa,vagans,Mundopa vagans,1911,1906,"Distant, 1911"
Mundopoides,aptianus,Mundopoides aptianus†,1987,1987,"Fennah, 1987"
Mundopoides,cisthenaria,Mundopoides cisthenaria†,1925,1925,"Cockerell, 1925"
Myndorus,apicalis,Myndorus apicalis,1954,1954,"Metcalf, 1954"
Myndorus,fusciterminalis,Myndorus fusciterminalis,1954,1954,"Metcalf, 1954"
Myndorus,marginatus,Myndorus marginatus,1954,1954,"Metcalf, 1954"
Myndorus,niger,Myndorus niger,1954,1954,"Metcalf, 1954"
Myndorus,palescens,Myndorus palescens,1954,1954,"Metcalf, 1954"
Myndorus,pallescens,Myndorus pallescens,1954,1954,"Metcalf, 1954"
Myndorus,uniformis,Myndorus uniformis,1954,1954,"Metcalf, 1954"
Myndus,adami,Myndus adami,1953,1862,"Synave, 1953"
Myndus,adiopodoumeensis,Myndus adiopodoumeensis,1962,1862,"Synave, 1962"
Myndus,akko,Myndus akko,1979,1862,"Kramer, 1979"
Myndus,antenor,Myndus antenor,1950,1862,"Fennah, 1950"
Myndus,aphrodite,Myndus aphrodite,1956,1862,"Fennah, 1956"
Myndus,apicalis,Myndus apicalis,1896,1862,"Uhler, 1896"
Myndus,apicalis,Myndus apicalis,1954,1862,"(Metcalf, 1954)"
Myndus,apicemaculata,Myndus apicemaculata,1959,1862,"Synave, 1959"
Myndus,auratus,Myndus auratus,1933,1862,"Ball, 1933"
Myndus,balatro,Myndus balatro,1971,1862,"Fennah, 1971"
Myndus,balli,Myndus balli,1979,1862,"Kramer, 1979"
Myndus,beameri,Myndus beameri,1933,1862,"Ball, 1933"
Myndus,beduinus,Myndus beduinus,1899,1862,"Melichar, 1899"
Myndus,bifurcata,Myndus bifurcata,1946,1862,"Metcalf, 1946"
Myndus,bolatro,Myndus bolatro,1971,1862,"Fennah, 1971"
Myndus,brimosis,Myndus brimosis,1979,1862,"Kramer, 1979"
Myndus,brunnea,Myndus brunnea,1923,1862,"Muir, 1923"
Myndus,caldwelli,Myndus caldwelli,1979,1862,"Kramer, 1979"
Myndus,caliginea,Myndus caliginea,1923,1862,"Muir, 1923"
Myndus,calvipennis,Myndus calvipennis,1972,1862,"Emeljanov, 1972"
Myndus,camerunica,Myndus camerunica,1986,1862,"Van Stalle, 1986"
Myndus,catalinus,Myndus catalinus,1933,1862,"Ball, 1933"
Myndus,chazeaui,Myndus chazeaui,1992,1862,"Bourgoin, 1992"
Myndus,collinus,Myndus collinus,1933,1862,"Ball, 1933"
Myndus,contaminata,Myndus contaminata,1910,1862,"Valdes Ragues, 1910"
Myndus,crena,Myndus crena,1979,1862,"Kramer, 1979"
Myndus,cressida,Myndus cressida,1956,1862,"Fennah, 1956"
Myndus,crudus,Myndus crudus,1907,1862,"Van Duzee, 1907"
Myndus,cupido,Myndus cupido,1973,1862,"Linnavuori, 1973"
Myndus,deleter,Myndus deleter,1979,1862,"Kramer, 1979"
Myndus,delicatus,Myndus delicatus,1908,1862,"Van Duzee, 1908"
Myndus,delta,Myndus delta,1979,1862,"Kramer, 1979"
Myndus,dibaphus,Myndus dibaphus,1956,1862,"Fennah, 1956"
Myndus,diores,Myndus diores,1967,1862,"Fennah, 1967"
Myndus,dolon,Myndus dolon,1979,1862,"Kramer, 1979"
Myndus,dolosa,Myndus dolosa,1923,1862,"Muir, 1923"
Myndus,dozieri,Myndus dozieri,1979,1862,"Kramer, 1979"
Myndus,dubia,Myndus dubia,1926,1862,"Muir, 1926"
Myndus,eboricola,Myndus eboricola,1984,1862,"Van Stalle, 1984"
Myndus,enotata,Myndus enotata,1909,1862,"Van Duzee, 1909"
Myndus,enotatus,Myndus enotatus,1909,1862,"Van Duzee, 1909"
Myndus,fasciata,Myndus fasciata,1923,1862,"Muir, 1923"
Myndus,fennahi,Myndus fennahi,1979,1862,"Kramer, 1979"
Myndus,flavescens,Myndus flavescens,1983,1862,"Van Stalle, 1983"
Myndus,flocki,Myndus flocki,1979,1862,"Kramer, 1979"
Myndus,frontalis,Myndus frontalis,1904,1862,"(Fowler, 1904)"
Myndus,fulva,Myndus fulva,1903,1862,"Osborn, 1903"
Myndus,fulvus,Myndus fulvus,1903,1862,"Osborn, 1903"
Myndus,fusciterminalis,Myndus fusciterminalis,1954,1862,"(Metcalf, 1954)"
Myndus,gabrielensis,Myndus gabrielensis,1951,1862,"(Flock, 1951)"
Myndus,genocolus,Myndus genocolus,1985,1862,"Dlabola, 1985"
Myndus,glyphis,Myndus glyphis,1979,1862,"Kramer, 1979"
Myndus,gnophos,Myndus gnophos,1979,1862,"Kramer, 1979"
Myndus,gomphos,Myndus gomphos,1979,1862,"Kramer, 1979"
Myndus,hyalina,Myndus hyalina,1923,1862,"Muir, 1923"
Myndus,impiger,Myndus impiger,1902,1862,"Ball, 1902"
Myndus,impunctatus,Myndus impunctatus,1851,1862,"(Fitch, 1851)"
Myndus,irreptor,Myndus irreptor,1956,1862,"Fennah, 1956"
Myndus,jamaicae,Myndus jamaicae,1979,1862,"Kramer, 1979"
Myndus,kekenboschi,Myndus kekenboschi,1963,1862,"Synave, 1963"
Myndus,kivuensis,Myndus kivuensis,1959,1862,"Synave, 1959"
Myndus,kotoshonis,Myndus kotoshonis,1940,1862,"Matsumura, 1940"
Myndus,laevis,Myndus laevis,1904,1862,"(Fowler, 1904)"
Myndus,liberiana,Myndus liberiana,1969,1862,"Synave, 1969"
Myndus,lophion,Myndus lophion,1979,1862,"Kramer, 1979"
Myndus,lunatus,Myndus lunatus,1909,1862,"Van Duzee, 1909"
Myndus,lusingensis,Myndus lusingensis,1953,1862,"Synave, 1953"
Myndus,lyssa,Myndus lyssa,1979,1862,"Kramer, 1979"
Myndus,macfarlanei,Myndus macfarlanei,1988,1862,"Wilkey, 1988"
Myndus,maculata,Myndus maculata,1933,1862,"Synave, 1933"
Myndus,maculosa,Myndus maculosa,1923,1862,"Muir, 1923"
Myndus,majungensis,Myndus majungensis,1979,1862,"Synave, 1979"
Myndus,marginatus,Myndus marginatus,1954,1862,"(Metcalf, 1954)"
Myndus,meadi,Myndus meadi,1979,1862,"Kramer, 1979"
Myndus,medleri,Myndus medleri,1971,1862,"Synave, 1971"
Myndus,mindanaoensis,Myndus mindanaoensis,1923,1862,"Muir, 1923"
Myndus,minutus,Myndus minutus,1982,1862,"Van Stalle, 1982"
Myndus,miserabilis,Myndus miserabilis,1961,1862,"Synave, 1961"
Myndus,mojavensis,Myndus mojavensis,1933,1862,"Ball, 1933"
Myndus,mokos,Myndus mokos,1979,1862,"Kramer, 1979"
Myndus,munda,Myndus munda,1923,1862,"Muir, 1923"
Myndus,musivus,Myndus musivus,1825,1862,"(Germar, 1825)"
Myndus,mutakatoensis,Myndus mutakatoensis,1959,1862,"Synave, 1959"
Myndus,nearchus,Myndus nearchus,1956,1862,"Fennah, 1956"
Myndus,neopusillus,Myndus neopusillus,1979,1862,"Kramer, 1979"
Myndus,nevadensis,Myndus nevadensis,1979,1862,"Kramer, 1979"
Myndus,niger,Myndus niger,1954,1862,"(Metcalf, 1954)"
Myndus,nigrifons,Myndus nigrifons,1937,1862,"Ball, 1937"
Myndus,nigrifrons,Myndus nigrifrons,1937,1862,"(Ball, 1937)"
Myndus,nimbus,Myndus nimbus,1979,1862,"Kramer, 1979"
Myndus,nivalis,Myndus nivalis,1967,1862,"Fennah, 1967"
Myndus,nolinus,Myndus nolinus,1933,1862,"Ball, 1933"
Myndus,nymphias,Myndus nymphias,1973,1862,"Linnavuori, 1973"
Myndus,obscurata,Myndus obscurata,1923,1862,"Muir, 1923"
Myndus,occidentalis,Myndus occidentalis,1914,1862,"Van Duzee, 1914"
Myndus,ophiuchus,Myndus ophiuchus,1956,1862,"Fennah, 1956"
Myndus,orestes,Myndus orestes,1956,1862,"Fennah, 1956"
Myndus,orion,Myndus orion,1956,1862,"Fennah, 1956"
Myndus,ovatus,Myndus ovatus,1933,1862,"Ball, 1933"
Myndus,oxalme,Myndus oxalme,1956,1862,"Fennah, 1956"
Myndus,palawanensis,Myndus palawanensis,1923,1862,"Muir, 1923"
Myndus,personatus,Myndus personatus,1950,1862,"Fennah, 1950"
Myndus,phylax,Myndus phylax,1979,1862,"Kramer, 1979"
Myndus,pica,Myndus pica,1950,1862,"Fennah, 1950"
Myndus,pictifrons,Myndus pictifrons,1862,1862,"Stål, 1862"
Myndus,polyctor,Myndus polyctor,1956,1862,"Fennah, 1956"
Myndus,praecanus,Myndus praecanus,1956,1862,"Fennah, 1956"
Myndus,pusilla,Myndus pusilla,1909,1862,"Van Duzee, 1909"
Myndus,pusillus,Myndus pusillus,1909,1862,"Van Duzee, 1909"
Myndus,racidis,Myndus racidis,1903,1862,"Osborn, 1903"
Myndus,radicis,Myndus radicis,1903,1862,"Osborn, 1903"
Myndus,roggoweini,Myndus roggoweini,1921,1862,"Muir, 1921"
Myndus,rubidus,Myndus rubidus,1933,1862,"Ball, 1933"
Myndus,rumina,Myndus rumina,1969,1862,"Fennah, 1969"
Myndus,sarbazus,Myndus sarbazus,1989,1862,"Dlabola, 1989"
Myndus,semialba,Myndus semialba,1923,1862,"Muir, 1923"
Myndus,semibrunnea,Myndus semibrunnea,1927,1862,"Muir, 1927"
Myndus,seminiger,Myndus seminiger,1927,1862,"Muir, 1927"
Myndus,serratus,Myndus serratus,1946,1862,"(Caldwell, 1946)"
Myndus,sillos,Myndus sillos,1979,1862,"Kramer, 1979"
Myndus,silukoensis,Myndus silukoensis,1983,1862,"Van Stalle, 1983"
Myndus,simplicatus,Myndus simplicatus,1946,1862,"(Caldwell, 1946)"
Myndus,skarphion,Myndus skarphion,1979,1862,"Kramer, 1979"
Myndus,slossonae,Myndus slossonae,1902,1862,"Ball, 1902"
Myndus,slossoni,Myndus slossoni,1902,1862,"Ball, 1902"
Myndus,sordida,Myndus sordida,1927,1862,"Muir, 1927"
Myndus,sordipennis,Myndus sordipennis,1862,1862,"Stål, 1862"
Myndus,spanglerorum,Myndus spanglerorum,1979,1862,"Kramer, 1979"
Myndus,sparagma,Myndus sparagma,1979,1862,"Kramer, 1979"
Myndus,synavei,Myndus synavei,1979,1862,"Kramer, 1979"
Myndus,taffini,Myndus taffini,1983,1862,"Bonfils, 1983"
Myndus,tekmar,Myndus tekmar,1979,1862,"Kramer, 1979"
Myndus,tekton,Myndus tekton,1979,1862,"Kramer, 1979"
Myndus,texensis,Myndus texensis,1979,1862,"Kramer, 1979"
Myndus,thryligma,Myndus thryligma,1979,1862,"Kramer, 1979"
Myndus,truncatus,Myndus truncatus,1923,1862,"Metcalf, 1923"
Myndus,ulysses,Myndus ulysses,1950,1862,"Fennah, 1950"
Myndus,unicolor,Myndus unicolor,1983,1862,"Van Stalle, 1983"
Myndus,uniformis,Myndus uniformis,1954,1862,"(Metcalf, 1954)"
Myndus,vanschuytbroecki,Myndus vanschuytbroecki,1963,1862,"(Synave, 1963)"
Myndus,vilbastei,Myndus vilbastei,1979,1862,"Kramer, 1979"
Myndus,viridicatus,Myndus viridicatus,1933,1862,"Ball, 1933"
Myndus,viridis,Myndus viridis,1902,1862,"Ball, 1902"
Myndus,vitiensis,Myndus vitiensis,1907,1862,"Kirkaldy, 1907"
Myndus,wheeleri,Myndus wheeleri,1996,1862,"Wilson, 1996"
Myndus,wilmattae,Myndus wilmattae†,1926,1862,"Cockerell, 1926"
Myndus,xanthus,Myndus xanthus,1950,1862,"Fennah, 1950"
Myndus,xyron,Myndus xyron,1979,1862,"Kramer, 1979"
Myndus,yuccandus,Myndus yuccandus,1933,1862,"Ball, 1933"
Nanocixius,discrepans,Nanocixius discrepans,1876,1939,"(Fieber, 1876)"
Narravertus,ballista,Narravertus ballista,1958,1986,"(Fennah, 1958)"
Neocixius,discrepans,Neocixius discrepans,1876,1939,"(Fieber, 1876)"
Neocixius,globuliferus,Neocixius globuliferus,1939,1939,"(Wagner, 1939)"
Neocixius,limbatus,Neocixius limbatus,1862,1939,"(Signoret, 1862)"
Neocixius,michalki,Neocixius michalki,1948,1939,"Wagner, 1948"
Nesocharis,kalypso,Nesocharis kalypso,1907,1907,"Kirkaldy, 1907"
Nesocharis,v-nigra,Nesocharis v-nigra,1931,1907,"Muir, 1931"
Nesochlamys,kalypso,Nesochlamys kalypso,1907,1907,"(Kirkaldy, 1907)"
Nesochlamys,vitiensis,Nesochlamys vitiensis,1907,1907,"Kirkaldy, 1907"
Nesoliarus,tamehameha,Nesoliarus tamehameha,1902,1909,"(Kirkaldy, 1902)"
Nesomyndus,australis,Nesomyndus australis,1917,1917,"Jacobi, 1917"
Nesopompe,tsoui,Nesopompe tsoui,1925,1907,"(Muir, 1925)"
Norialsus,aberdeeni,Norialsus aberdeeni,1986,1986,"Van Stalle, 1986"
Norialsus,astigmaticalis,Norialsus astigmaticalis,1986,1986,"Van Stalle, 1986"
Norialsus,atrifrons,Norialsus atrifrons,1986,1986,"Van Stalle, 1986"
Norialsus,berkheyae,Norialsus berkheyae,2005,1986,"Szwedo, 2005"
Norialsus,caffer,Norialsus caffer,1855,1986,"(Stål, 1855)"
Norialsus,capeneri,Norialsus capeneri,1953,1986,"(Synave, 1953)"
Norialsus,capicola,Norialsus capicola,1986,1986,"Van Stalle, 1986"
Norialsus,elandshoeki,Norialsus elandshoeki,1986,1986,"Van Stalle, 1986"
Norialsus,elytropappi,Norialsus elytropappi,1986,1986,"Van Stalle, 1986"
Norialsus,fasciolata,Norialsus fasciolata,1855,1986,"(Stål, 1855)"
Norialsus,ficksburgi,Norialsus ficksburgi,1986,1986,"Van Stalle, 1986"
Norialsus,fouriensis,Norialsus fouriensis,1986,1986,"Van Stalle, 1986"
Norialsus,fuscipennis,Norialsus fuscipennis,1855,1986,"(Stål, 1855)"
Norialsus,gonubica,Norialsus gonubica,1986,1986,"Van Stalle, 1986"
Norialsus,inusitata,Norialsus inusitata,1986,1986,"Van Stalle, 1986"
Norialsus,knysnana,Norialsus knysnana,1986,1986,"Van Stalle, 1986"
Norialsus,letabensis,Norialsus letabensis,1962,1986,"(Synave, 1962)"
Norialsus,litoris,Norialsus litoris,1986,1986,"Van Stalle, 1986"
Norialsus,microptera,Norialsus microptera,1986,1986,"Van Stalle, 1986"
Norialsus,millari,Norialsus millari,1986,1986,"Van Stalle, 1986"
Norialsus,montaguensis,Norialsus montaguensis,1986,1986,"Van Stalle, 1986"
Norialsus,notia,Norialsus notia,1986,1986,"Van Stalle, 1986"
Norialsus,novemspinosa,Norialsus novemspinosa,1986,1986,"Van Stalle, 1986"
Norialsus,nuwera,Norialsus nuwera,1986,1986,"Van Stalle, 1986"
Norialsus,pietersburgi,Norialsus pietersburgi,1986,1986,"Van Stalle, 1986"
Norialsus,praetener,Norialsus praetener,1986,1986,"Van Stalle, 1986"
Norialsus,pretoriae,Norialsus pretoriae,1956,1986,"(Synave, 1956)"
Norialsus,pseudovarians,Norialsus pseudovarians,1984,1986,"(Van Stalle, 1984)"
Norialsus,salsolarum,Norialsus salsolarum,1986,1986,"Van Stalle, 1986"
Norialsus,somersetti,Norialsus somersetti,1986,1986,"Van Stalle, 1986"
Norialsus,spiniferens,Norialsus spiniferens,1986,1986,"Van Stalle, 1986"
Norialsus,transvaaliensis,Norialsus transvaaliensis,1986,1986,"Van Stalle, 1986"
Norialsus,variabilis,Norialsus variabilis,1986,1986,"Van Stalle, 1986"
Norialsus,varians,Norialsus varians,1956,1986,"(Synave, 1956)"
Nothocharis,bakeri,Nothocharis bakeri,1925,1925,"Muir, 1925"
Nothocharis,tayabasensis,Nothocharis tayabasensis,1925,1925,"Muir, 1925"
Notocixius,adspersus,Notocixius adspersus,1852,1965,"(Blanchard, 1852)"
Notocixius,chepuanus,Notocixius chepuanus,1965,1965,"Fennah, 1965"
Notocixius,fulvicollis,Notocixius fulvicollis,1852,1965,"(Blanchard, 1852)"
Notocixius,helvolus,Notocixius helvolus,1852,1965,"(Blanchard, 1852)"
Notocixius,magellanicus,Notocixius magellanicus,1965,1965,"Fennah, 1965"
Notocixius,ophion,Notocixius ophion,1965,1965,"Fennah, 1965"
Notocixius,pallens,Notocixius pallens,1852,1965,"(Blanchard, 1852)"
Notocixius,tenebrosus,Notocixius tenebrosus,1965,1965,"Fennah, 1965"
Notolathrus,sensitiva,Notolathrus sensitiva,1992,1992,"Remes Lenicov, 1992"
Nymphocixia,caribbea,Nymphocixia caribbea,1971,1923,"Fennah, 1971"
Nymphocixia,unipunctata,Nymphocixia unipunctata,1923,1923,"Van Duzee, 1923"
Nymphocixia,vanduzeei,Nymphocixia vanduzeei,1930,1923,"Muir, 1930"
Oecleopsis,artemisiae,Oecleopsis artemisiae,1914,1971,"(Matsumura, 1914)"
Oecleopsis,articara,Oecleopsis articara,1991,1971,"Van Stalle, 1991"
Oecleopsis,bifidus,Oecleopsis bifidus,1988,1971,"(Tsaur, Hsu & Van Stalle, 1988)"
Oecleopsis,chiangi,Oecleopsis chiangi,1988,1971,"(Tsaur, Hsu & Van Stalle, 1988)"
Oecleopsis,elevatus,Oecleopsis elevatus,1988,1971,"(Tsaur, Hsu & Van Stalle, 1988)"
Oecleopsis,mori,Oecleopsis mori,1914,1971,"(Matsumura, 1914)"
Oecleopsis,petasatus,Oecleopsis petasatus,1896,1971,"(Noualhier, 1896)"
Oecleopsis,sinicus,Oecleopsis sinicus,1944,1971,"(Jacobi, 1944)"
Oecleopsis,spinosus,Oecleopsis spinosus,2009,1971,"Guo, Wang & Feng, 2009"
Oecleopsis,tiantaiensis,Oecleopsis tiantaiensis,2009,1971,"Guo, Wang & Feng, 2009"
Oecleopsis,wuyiensis,Oecleopsis wuyiensis,2009,1971,"Guo, Wang & Feng, 2009"
Oecleopsis,yoshikawai,Oecleopsis yoshikawai,1961,1971,"(Ishihara, 1961)"
Oecleus,acutus,Oecleus acutus,1902,1862,"Ball, 1902"
Oecleus,addendus,Oecleus addendus,1904,1862,"Fowler, 1904"
Oecleus,apicatus,Oecleus apicatus,1944,1862,"Caldwell, 1944"
Oecleus,apterapunctatus,Oecleus apterapunctatus,1944,1862,"Caldwell, 1944"
Oecleus,arnellus,Oecleus arnellus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,augur,Oecleus augur,1977,1862,"Kramer, 1977"
Oecleus,balli,Oecleus balli,1977,1862,"Kramer, 1977"
Oecleus,biflagellatus,Oecleus biflagellatus,1982,1862,"O'Brien, 1982"
Oecleus,bilineatus,Oecleus bilineatus,1938,1862,"Caldwell, 1938"
Oecleus,borealis,Oecleus borealis,1912,1862,"Van Duzee, 1912"
Oecleus,brunneus,Oecleus brunneus,1904,1862,"Fowler, 1904"
Oecleus,cabazonus,Oecleus cabazonus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,campestris,Oecleus campestris,1902,1862,"Ball, 1902"
Oecleus,capitulatus,Oecleus capitulatus,1912,1862,"Van Duzee, 1912"
Oecleus,centronus,Oecleus centronus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,cephalicus,Oecleus cephalicus,1944,1862,"Caldwell, 1944"
Oecleus,chrisjohni,Oecleus chrisjohni,1977,1862,"Kramer, 1977"
Oecleus,concinnus,Oecleus concinnus,1904,1862,"Fowler, 1904"
Oecleus,constrictus,Oecleus constrictus,1944,1862,"Caldwell, 1944"
Oecleus,cucullus,Oecleus cucullus,1977,1862,"Kramer, 1977"
Oecleus,decens,Oecleus decens,1862,1862,"Stål, 1862"
Oecleus,delongi,Oecleus delongi,1944,1862,"Caldwell, 1944"
Oecleus,dubius,Oecleus dubius,1944,1862,"Caldwell, 1944"
Oecleus,epetrion,Oecleus epetrion,1977,1862,"Kramer, 1977"
Oecleus,excavatus,Oecleus excavatus,1902,1862,"Ball, 1902"
Oecleus,fulvidorsum,Oecleus fulvidorsum,1902,1862,"Ball, 1902"
Oecleus,glochin,Oecleus glochin,1977,1862,"Kramer, 1977"
Oecleus,infuscatus,Oecleus infuscatus,1944,1862,"Caldwell, 1944"
Oecleus,jenniferae,Oecleus jenniferae,1977,1862,"Kramer, 1977"
Oecleus,lineatus,Oecleus lineatus,1902,1862,"Ball, 1902"
Oecleus,lyra,Oecleus lyra,1977,1862,"Kramer, 1977"
Oecleus,martharum,Oecleus martharum,1977,1862,"Kramer, 1977"
Oecleus,minimus,Oecleus minimus,1904,1862,"Fowler, 1904"
Oecleus,monilipennis,Oecleus monilipennis,1923,1862,"Van Duzee, 1923"
Oecleus,natatorius,Oecleus natatorius,1937,1862,"Ball, 1937"
